efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
MONDO_0018243,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014118,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014487,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014154,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0018245,2p21 microdeletion syndrome without cystinuria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014773,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014198,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014190,Combined oxidative phosphorylation defect type 17,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_364028,X-linked intellectual disability due to GRIA3 mutations,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0009051,Non-immune hydrops fetalis,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, Worldwide)",2025
MONDO_0008791,Isolated anencephaly/exencephaly,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
Orphanet_364013,Immune hydrops fetalis,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United Kingdom)",2025
MONDO_0009235,Familial benign flecked retina,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019351,Spina bifida and other spinal dysraphisms,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0013176,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007176,Giant cell tumor of bone,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0014117,Charcot-Marie-Tooth disease type 4B3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018218,Autosomal recessive cerebral atrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018217,Koolen-De Vries syndrome due to a point mutation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018216,17q21.31 microdeletion syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0011145,Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010444,X-linked dyserythropoietic anemia with abnormal platelets and neutropenia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0014410,Spinocerebellar ataxia type 37,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007259,Craniofaciofrontodigital syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013458,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014034,Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018207,2p13.2 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018206,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012095,Intellectual disability-brachydactyly-Pierre Robin syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018228,Bipartite talus,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011533,Temtamy preaxial brachydactyly syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014149,Fetal akinesia-cerebral and retinal hemorrhage syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014115,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018189,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014530,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014132,Multiple mitochondrial dysfunctions syndrome type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009082,High myopia-sensorineural deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014402,Progressive encephalopathy-severe neurodegeneration-lipodystrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_363203,Ring chromosome syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Worldwide)",2025
MONDO_0018203,LMNA-related cardiocutaneous progeria syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014142,GMPPB-related limb-girdle muscular dystrophy R19,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014157,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010482,X-linked parkinsonism-spasticity syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011150,Acroosteolysis-keloid-like lesions-premature aging syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014292,Leukoencephalopathy with mild cerebellar ataxia and white matter edema,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018201,Extragonadal germ cell tumor,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
MONDO_0014213,CTCF-related neurodevelopmental disorder,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1000570,Non-seminomatous germ cell tumor of testis,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, Europe)",2025
MONDO_0014131,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018197,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014119,Intellectual disability-strabismus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013362,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014121,BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018190,Autosomal dominant childhood-onset proximal spinal muscular atrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_363478,Paratesticular adenocarcinoma,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
Orphanet_363472,Tumor of testis and paratestis,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, Europe)",2025
MONDO_0003125,Sex cord-stromal tumor of testis,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
EFO_1000573,Testicular teratoma,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0014067,Short ulna-dysmorphism-hypotonia-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014082,Combined immunodeficiency due to IL21R deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014069,Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014081,Combined immunodeficiency due to CARD11 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014072,"D,L-2-hydroxyglutaric aciduria",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010478,SLC35A2-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018159,Hemolytic uremic syndrome with DGKE deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013336,19p13.13 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014210,ANK3-related intellectual disability-sleep disturbance syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011223,Amyotrophic lateral sclerosis type 4,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0005717,Non-hereditary retinoblastoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0013051,Autosomal recessive cutis laxa type 2B,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018163,Autosomal recessive cutis laxa type 2A,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011255,Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014209,Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014089,Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007486,Hereditary benign intraepithelial dyskeratosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0018129,Autosomal recessive cerebellar ataxia with late-onset spasticity,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018128,Phalangeal microgeodic syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018130,Brain dopamine-serotonin vesicular transport disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018126,Progressive myoclonic epilepsy with dystonia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018127,16q24.1 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014205,Bainbridge-Ropers syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018125,Focal epilepsy-intellectual disability-cerebro-cerebellar malformation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011506,Familial infantile myoclonic epilepsy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018135,Oculocutaneous albinism type 1,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0018136,Minimal pigment oculocutaneous albinism type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018137,Temperature-sensitive oculocutaneous albinism type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014147,CLN13 disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014058,Facial dysmorphism-immunodeficiency-livedo-short stature syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014060,Progressive retinal dystrophy due to retinol transport defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018133,Attenuated Chédiak-Higashi syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0018131,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014074,Autosomal dominant intermediate Charcot-Marie-Tooth disease type F,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010479,X-linked Charcot-Marie-Tooth disease type 6,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014077,Cobblestone lissencephaly without muscular or ocular involvement,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013056,Epileptic encephalopathy with global cerebral demyelination,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014070,Oculocutaneous albinism type 7,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_353344,Idiopathic macular telangiectasia type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_353351,Idiopathic macular telangiectasia type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_353334,Congenital retinal arteriovenous communication,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0018143,"Pyruvate carboxylase deficiency, benign type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014722,Roifman syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013364,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014159,Spectrin-associated autosomal recessive cerebellar ataxia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013760,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013875,MEGDEL syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014039,Progressive external ophthalmoplegia-myopathy-emaciation syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018123,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014162,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_352540,Oncogenic osteomalacia,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0014474,ISPD-related limb-girdle muscular dystrophy R20,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014062,DNA2-related mitochondrial DNA deletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014361,Autism spectrum disorder due to AUTS2 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_294422,Chronic intestinal failure,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Italy)",2025
MONDO_0017408,Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013659,Microcephaly-capillary malformation syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017411,Neonatal erythroderma-autoinflammation-inflammatory bowel disease syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013363,Syndactyly-nystagmus syndrome due to 2q31.1 microduplication,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009416,Hypoinsulinemic hypoglycemia and body hemihypertrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017406,Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017407,Deficiency in anterior pituitary function-variable immunodeficiency syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013614,Hypertelorism-preauricular sinus-punctual pits-deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013761,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017405,1p21.3 microdeletion syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017404,Distal Xq28 microduplication syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013678,EDICT syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013740,Lethal occipital encephalocele-skeletal dysplasia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017400,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017398,3MC syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013759,MITF-related melanoma and renal cell carcinoma predisposition syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013355,Congenital dyserythropoietic anemia type IV,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011432,"Blepharophimosis-intellectual disability syndrome, Verloes type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0017393,Blepharophimosis-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010477,"Blepharophimosis-intellectual disability syndrome, MKB type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0017474,Macrodactyly of fingers,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0017475,Macrodactyly of toes,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0017471,Congenital patella dislocation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015167,Amniotic band syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0017441,Isolated absence of upper arm and forearm with hand present,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Worldwide)",2025
